id,numero_ticket,fecha_creacion,fecha_resolucion,categoria_id,tecnico_id,prioridad,estado,descripcion,mttr_horas
2479,TKT-002479,2023-04-07T07:29:00,2023-04-11T18:29:00,2,1,Alta,Resuelto,Ticket de prueba #2479,107
2480,TKT-002480,2023-05-10T11:19:00,2023-05-12T21:19:00,7,5,Baja,Resuelto,Ticket de prueba #2480,58
2481,TKT-002481,2024-05-31T05:25:00,2024-06-04T14:25:00,9,2,Media,Resuelto,Ticket de prueba #2481,105
2482,TKT-002482,2024-11-27T07:49:00,2024-11-27T10:49:00,4,6,Alta,Resuelto,Ticket de prueba #2482,3
2483,TKT-002483,2024-06-22T19:49:00,2024-06-23T15:49:00,10,7,Baja,Resuelto,Ticket de prueba #2483,20
2484,TKT-002484,2024-06-29T11:34:00,2024-06-30T17:34:00,9,2,Alta,Resuelto,Ticket de prueba #2484,30
2485,TKT-002485,2023-06-12T03:43:00,2023-06-13T01:43:00,10,2,Media,Resuelto,Ticket de prueba #2485,22
2486,TKT-002486,2024-07-07T19:27:00,2024-07-12T09:27:00,4,3,Baja,Resuelto,Ticket de prueba #2486,110
2487,TKT-002487,2024-02-15T09:24:00,2024-02-20T05:24:00,9,4,Crítica,Resuelto,Ticket de prueba #2487,116
2488,TKT-002488,2024-04-24T10:08:00,2024-04-28T07:08:00,5,1,Baja,Resuelto,Ticket de prueba #2488,93
2489,TKT-002489,2023-09-15T22:35:00,2023-09-19T12:35:00,5,2,Baja,Resuelto,Ticket de prueba #2489,86
2490,TKT-002490,2023-03-02T13:08:00,2023-03-03T08:08:00,8,7,Media,Resuelto,Ticket de prueba #2490,19
2491,TKT-002491,2023-09-06T12:50:00,2023-09-07T09:50:00,7,4,Media,Resuelto,Ticket de prueba #2491,21
2492,TKT-002492,2023-09-12T11:04:00,2023-09-13T16:04:00,5,2,Crítica,Resuelto,Ticket de prueba #2492,29
2493,TKT-002493,2023-05-07T23:47:00,2023-05-11T02:47:00,3,2,Crítica,Resuelto,Ticket de prueba #2493,75
2494,TKT-002494,2023-05-26T21:17:00,2023-05-30T23:17:00,6,1,Baja,Resuelto,Ticket de prueba #2494,98
2495,TKT-002495,2024-06-17T09:33:00,2024-06-17T23:33:00,10,4,Media,Resuelto,Ticket de prueba #2495,14
2496,TKT-002496,2024-11-07T14:19:00,2024-11-12T00:19:00,2,5,Crítica,Resuelto,Ticket de prueba #2496,106
2497,TKT-002497,2023-06-07T02:56:00,2023-06-11T03:56:00,6,3,Baja,Resuelto,Ticket de prueba #2497,97
2498,TKT-002498,2024-01-26T08:07:00,2024-01-29T17:07:00,8,4,Media,Resuelto,Ticket de prueba #2498,81
2499,TKT-002499,2024-12-27T22:55:00,2025-01-01T04:55:00,8,7,Alta,Resuelto,Ticket de prueba #2499,102
2500,TKT-002500,2023-08-19T16:06:00,2023-08-20T04:06:00,10,5,Alta,Resuelto,Ticket de prueba #2500,12
2501,TKT-002501,2023-09-05T21:31:00,2023-09-10T09:31:00,7,4,Baja,Resuelto,Ticket de prueba #2501,108
2502,TKT-002502,2024-10-15T03:55:00,2024-10-19T06:55:00,5,7,Alta,Resuelto,Ticket de prueba #2502,99
2503,TKT-002503,2023-09-15T20:32:00,2023-09-17T15:32:00,7,6,Alta,Resuelto,Ticket de prueba #2503,43
2504,TKT-002504,2024-01-01T02:00:00,2024-01-01T15:00:00,8,2,Crítica,Resuelto,Ticket de prueba #2504,13
2505,TKT-002505,2023-08-15T18:27:00,2023-08-19T08:27:00,5,1,Crítica,Resuelto,Ticket de prueba #2505,86
2506,TKT-002506,2024-07-28T19:53:00,2024-07-31T20:53:00,7,5,Crítica,Resuelto,Ticket de prueba #2506,73
2507,TKT-002507,2023-02-13T19:06:00,2023-02-16T23:06:00,2,5,Baja,Resuelto,Ticket de prueba #2507,76
2508,TKT-002508,2023-05-01T07:23:00,2023-05-04T10:23:00,10,4,Crítica,Resuelto,Ticket de prueba #2508,75
2509,TKT-002509,2023-02-10T11:41:00,2023-02-14T16:41:00,8,7,Crítica,Resuelto,Ticket de prueba #2509,101
2510,TKT-002510,2024-08-10T16:02:00,2024-08-12T20:02:00,7,6,Baja,Resuelto,Ticket de prueba #2510,52
2511,TKT-002511,2023-08-10T18:11:00,2023-08-10T22:11:00,6,1,Alta,Resuelto,Ticket de prueba #2511,4
2512,TKT-002512,2024-02-27T00:46:00,2024-02-29T11:46:00,5,3,Alta,Resuelto,Ticket de prueba #2512,59
2513,TKT-002513,2023-12-27T07:17:00,2023-12-29T17:17:00,1,3,Crítica,Resuelto,Ticket de prueba #2513,58
2514,TKT-002514,2024-12-16T20:16:00,2024-12-20T23:16:00,3,2,Alta,Resuelto,Ticket de prueba #2514,99
2515,TKT-002515,2024-02-15T11:49:00,2024-02-19T20:49:00,3,7,Crítica,Resuelto,Ticket de prueba #2515,105
2516,TKT-002516,2023-04-02T10:22:00,2023-04-05T17:22:00,9,6,Media,Resuelto,Ticket de prueba #2516,79
2517,TKT-002517,2023-11-21T09:06:00,2023-11-26T07:06:00,2,6,Crítica,Resuelto,Ticket de prueba #2517,118
2518,TKT-002518,2023-11-17T19:31:00,2023-11-21T05:31:00,3,7,Crítica,Resuelto,Ticket de prueba #2518,82
2519,TKT-002519,2023-07-27T08:54:00,2023-07-31T03:54:00,8,3,Alta,Resuelto,Ticket de prueba #2519,91
2520,TKT-002520,2024-03-24T11:48:00,2024-03-25T08:48:00,3,3,Baja,Resuelto,Ticket de prueba #2520,21
2521,TKT-002521,2023-04-25T06:37:00,2023-04-26T22:37:00,9,6,Alta,Resuelto,Ticket de prueba #2521,40
2522,TKT-002522,2024-07-27T17:11:00,2024-07-29T20:11:00,10,6,Baja,Resuelto,Ticket de prueba #2522,51
2523,TKT-002523,2023-07-23T02:05:00,2023-07-26T22:05:00,10,6,Crítica,Resuelto,Ticket de prueba #2523,92
2524,TKT-002524,2023-09-27T04:45:00,2023-09-29T00:45:00,9,3,Crítica,Resuelto,Ticket de prueba #2524,44
2525,TKT-002525,2023-05-17T12:06:00,2023-05-22T01:06:00,5,5,Baja,Resuelto,Ticket de prueba #2525,109
2526,TKT-002526,2023-11-28T07:28:00,2023-12-02T17:28:00,1,2,Media,Resuelto,Ticket de prueba #2526,106
2527,TKT-002527,2024-11-14T08:01:00,2024-11-17T00:01:00,4,7,Media,Resuelto,Ticket de prueba #2527,64
2528,TKT-002528,2023-09-09T07:28:00,2023-09-12T18:28:00,4,2,Baja,Resuelto,Ticket de prueba #2528,83
2529,TKT-002529,2023-10-31T07:01:00,2023-11-04T21:01:00,10,4,Crítica,Resuelto,Ticket de prueba #2529,110
2530,TKT-002530,2024-02-29T17:35:00,2024-03-03T18:35:00,4,4,Media,Resuelto,Ticket de prueba #2530,73
2531,TKT-002531,2024-06-15T18:25:00,2024-06-19T03:25:00,10,4,Alta,Resuelto,Ticket de prueba #2531,81
2532,TKT-002532,2024-12-24T11:51:00,2024-12-28T18:51:00,5,4,Alta,Resuelto,Ticket de prueba #2532,103
2533,TKT-002533,2024-01-09T07:20:00,2024-01-12T05:20:00,6,1,Media,Resuelto,Ticket de prueba #2533,70
2534,TKT-002534,2023-11-26T22:15:00,2023-12-01T04:15:00,9,5,Media,Resuelto,Ticket de prueba #2534,102
2535,TKT-002535,2023-04-09T16:45:00,2023-04-12T05:45:00,9,3,Baja,Resuelto,Ticket de prueba #2535,61
2536,TKT-002536,2024-09-10T07:46:00,2024-09-12T04:46:00,9,7,Media,Resuelto,Ticket de prueba #2536,45
2537,TKT-002537,2024-04-21T08:36:00,2024-04-25T20:36:00,1,4,Crítica,Resuelto,Ticket de prueba #2537,108
2538,TKT-002538,2024-05-24T18:27:00,2024-05-25T03:27:00,3,1,Crítica,Resuelto,Ticket de prueba #2538,9
2539,TKT-002539,2024-07-26T20:03:00,2024-07-31T15:03:00,6,4,Media,Resuelto,Ticket de prueba #2539,115
2540,TKT-002540,2023-03-07T21:22:00,2023-03-08T06:22:00,5,5,Alta,Resuelto,Ticket de prueba #2540,9
2541,TKT-002541,2023-01-29T22:38:00,2023-02-01T13:38:00,7,6,Media,Resuelto,Ticket de prueba #2541,63
2542,TKT-002542,2024-02-10T06:42:00,2024-02-12T16:42:00,5,5,Alta,Resuelto,Ticket de prueba #2542,58
2543,TKT-002543,2023-12-05T07:36:00,2023-12-09T14:36:00,9,4,Media,Resuelto,Ticket de prueba #2543,103
2544,TKT-002544,2024-07-06T21:37:00,2024-07-08T14:37:00,1,5,Baja,Resuelto,Ticket de prueba #2544,41
2545,TKT-002545,2024-12-30T11:37:00,2024-12-31T03:37:00,2,5,Baja,Resuelto,Ticket de prueba #2545,16
2546,TKT-002546,2024-06-26T13:46:00,2024-06-27T10:46:00,4,2,Media,Resuelto,Ticket de prueba #2546,21
2547,TKT-002547,2023-07-05T00:41:00,2023-07-09T23:41:00,8,6,Baja,Resuelto,Ticket de prueba #2547,119
2548,TKT-002548,2023-12-06T02:06:00,2023-12-08T06:06:00,10,6,Crítica,Resuelto,Ticket de prueba #2548,52
2549,TKT-002549,2024-02-22T12:44:00,2024-02-25T01:44:00,3,7,Alta,Resuelto,Ticket de prueba #2549,61
2550,TKT-002550,2023-07-07T03:19:00,2023-07-09T01:19:00,3,6,Crítica,Resuelto,Ticket de prueba #2550,46
2551,TKT-002551,2023-09-16T15:05:00,2023-09-17T15:05:00,5,4,Media,Resuelto,Ticket de prueba #2551,24
2552,TKT-002552,2023-08-21T11:41:00,2023-08-24T21:41:00,2,3,Crítica,Resuelto,Ticket de prueba #2552,82
2553,TKT-002553,2023-04-07T16:16:00,2023-04-07T19:16:00,10,1,Baja,Resuelto,Ticket de prueba #2553,3
2554,TKT-002554,2024-11-30T11:06:00,2024-12-01T09:06:00,1,5,Baja,Resuelto,Ticket de prueba #2554,22
2555,TKT-002555,2023-01-05T10:24:00,2023-01-07T02:24:00,1,7,Alta,Resuelto,Ticket de prueba #2555,40
2556,TKT-002556,2023-03-13T05:12:00,2023-03-16T15:12:00,10,4,Media,Resuelto,Ticket de prueba #2556,82
2557,TKT-002557,2024-07-02T06:22:00,2024-07-02T19:22:00,3,5,Alta,Resuelto,Ticket de prueba #2557,13
2558,TKT-002558,2024-08-10T05:57:00,2024-08-12T14:57:00,3,5,Media,Resuelto,Ticket de prueba #2558,57
2559,TKT-002559,2024-03-31T00:39:00,2024-03-31T05:39:00,9,7,Baja,Resuelto,Ticket de prueba #2559,5
2560,TKT-002560,2023-11-16T09:06:00,2023-11-18T06:06:00,3,5,Media,Resuelto,Ticket de prueba #2560,45
2561,TKT-002561,2023-04-13T15:12:00,2023-04-16T21:12:00,3,5,Alta,Resuelto,Ticket de prueba #2561,78
2562,TKT-002562,2024-04-10T21:35:00,2024-04-15T08:35:00,7,7,Crítica,Resuelto,Ticket de prueba #2562,107
2563,TKT-002563,2023-04-30T21:35:00,2023-05-01T06:35:00,6,2,Alta,Resuelto,Ticket de prueba #2563,9
2564,TKT-002564,2023-05-25T07:52:00,2023-05-27T22:52:00,4,7,Crítica,Resuelto,Ticket de prueba #2564,63
2565,TKT-002565,2023-02-12T11:03:00,2023-02-17T09:03:00,8,7,Baja,Resuelto,Ticket de prueba #2565,118
2566,TKT-002566,2024-06-16T02:42:00,2024-06-19T14:42:00,6,5,Crítica,Resuelto,Ticket de prueba #2566,84
2567,TKT-002567,2024-07-13T20:12:00,2024-07-15T09:12:00,6,2,Crítica,Resuelto,Ticket de prueba #2567,37
2568,TKT-002568,2023-07-22T09:40:00,2023-07-24T16:40:00,7,4,Crítica,Resuelto,Ticket de prueba #2568,55
2569,TKT-002569,2023-03-26T15:01:00,2023-03-29T06:01:00,2,3,Crítica,Resuelto,Ticket de prueba #2569,63
2570,TKT-002570,2024-09-16T12:19:00,2024-09-19T04:19:00,5,7,Baja,Resuelto,Ticket de prueba #2570,64
2571,TKT-002571,2024-06-24T01:12:00,2024-06-24T13:12:00,5,5,Media,Resuelto,Ticket de prueba #2571,12
2572,TKT-002572,2024-10-18T10:47:00,2024-10-18T17:47:00,9,1,Baja,Resuelto,Ticket de prueba #2572,7
2573,TKT-002573,2023-11-07T12:12:00,2023-11-09T10:12:00,9,1,Crítica,Resuelto,Ticket de prueba #2573,46
2574,TKT-002574,2024-06-04T16:54:00,2024-06-05T15:54:00,9,3,Baja,Resuelto,Ticket de prueba #2574,23
2575,TKT-002575,2023-08-08T03:29:00,2023-08-09T03:29:00,4,6,Alta,Resuelto,Ticket de prueba #2575,24
2576,TKT-002576,2023-03-16T22:13:00,2023-03-19T14:13:00,4,5,Baja,Resuelto,Ticket de prueba #2576,64
2577,TKT-002577,2023-02-16T12:13:00,2023-02-21T08:13:00,2,3,Baja,Resuelto,Ticket de prueba #2577,116
2578,TKT-002578,2023-09-04T21:52:00,2023-09-09T19:52:00,6,2,Crítica,Resuelto,Ticket de prueba #2578,118
2579,TKT-002579,2023-08-22T11:58:00,2023-08-26T23:58:00,7,1,Media,Resuelto,Ticket de prueba #2579,108
2580,TKT-002580,2023-05-26T19:15:00,2023-05-30T03:15:00,5,4,Alta,Resuelto,Ticket de prueba #2580,80
2581,TKT-002581,2023-07-29T20:47:00,2023-08-03T17:47:00,5,4,Baja,Resuelto,Ticket de prueba #2581,117
2582,TKT-002582,2024-03-01T13:24:00,2024-03-03T01:24:00,4,7,Crítica,Resuelto,Ticket de prueba #2582,36
2583,TKT-002583,2023-09-17T19:00:00,2023-09-21T04:00:00,7,1,Crítica,Resuelto,Ticket de prueba #2583,81
2584,TKT-002584,2023-05-12T21:44:00,2023-05-14T02:44:00,2,6,Baja,Resuelto,Ticket de prueba #2584,29
2585,TKT-002585,2023-04-29T05:57:00,2023-05-03T11:57:00,8,1,Media,Resuelto,Ticket de prueba #2585,102
2586,TKT-002586,2024-07-03T10:10:00,2024-07-07T09:10:00,5,6,Crítica,Resuelto,Ticket de prueba #2586,95
2587,TKT-002587,2023-10-19T17:18:00,2023-10-21T06:18:00,10,3,Baja,Resuelto,Ticket de prueba #2587,37
2588,TKT-002588,2023-05-03T12:52:00,2023-05-08T06:52:00,4,1,Crítica,Resuelto,Ticket de prueba #2588,114
2589,TKT-002589,2023-07-25T04:33:00,2023-07-25T09:33:00,8,4,Baja,Resuelto,Ticket de prueba #2589,5
2590,TKT-002590,2023-04-25T07:02:00,2023-04-29T18:02:00,7,2,Baja,Resuelto,Ticket de prueba #2590,107
2591,TKT-002591,2024-12-11T02:15:00,2024-12-13T10:15:00,10,3,Crítica,Resuelto,Ticket de prueba #2591,56
2592,TKT-002592,2023-05-27T14:38:00,2023-05-31T17:38:00,1,6,Media,Resuelto,Ticket de prueba #2592,99
2593,TKT-002593,2023-08-04T23:20:00,2023-08-05T05:20:00,10,1,Media,Resuelto,Ticket de prueba #2593,6
2594,TKT-002594,2023-12-16T08:58:00,2023-12-17T07:58:00,6,4,Media,Resuelto,Ticket de prueba #2594,23
2595,TKT-002595,2024-10-21T01:25:00,2024-10-23T02:25:00,3,3,Baja,Resuelto,Ticket de prueba #2595,49
2596,TKT-002596,2023-08-19T05:40:00,2023-08-20T06:40:00,6,6,Crítica,Resuelto,Ticket de prueba #2596,25
2597,TKT-002597,2023-01-26T14:04:00,2023-01-31T02:04:00,4,5,Alta,Resuelto,Ticket de prueba #2597,108
2598,TKT-002598,2024-07-24T05:09:00,2024-07-27T04:09:00,6,1,Baja,Resuelto,Ticket de prueba #2598,71
2599,TKT-002599,2024-12-02T02:26:00,2024-12-04T21:26:00,9,1,Media,Resuelto,Ticket de prueba #2599,67
2600,TKT-002600,2023-11-26T11:02:00,2023-11-27T06:02:00,2,6,Media,Resuelto,Ticket de prueba #2600,19
2601,TKT-002601,2023-01-07T12:00:00,2023-01-10T13:00:00,1,7,Crítica,Resuelto,Ticket de prueba #2601,73
2602,TKT-002602,2024-08-03T03:54:00,2024-08-04T08:54:00,1,5,Baja,Resuelto,Ticket de prueba #2602,29
2603,TKT-002603,2023-01-21T20:52:00,2023-01-26T17:52:00,8,5,Crítica,Resuelto,Ticket de prueba #2603,117
2604,TKT-002604,2023-10-17T21:39:00,2023-10-19T23:39:00,8,6,Media,Resuelto,Ticket de prueba #2604,50
2605,TKT-002605,2024-11-30T15:39:00,2024-12-02T00:39:00,6,6,Crítica,Resuelto,Ticket de prueba #2605,33
2606,TKT-002606,2024-05-05T04:29:00,2024-05-08T01:29:00,6,2,Media,Resuelto,Ticket de prueba #2606,69
2607,TKT-002607,2023-10-21T20:46:00,2023-10-22T19:46:00,7,3,Media,Resuelto,Ticket de prueba #2607,23
2608,TKT-002608,2024-01-12T23:01:00,2024-01-15T07:01:00,5,2,Baja,Resuelto,Ticket de prueba #2608,56
2609,TKT-002609,2024-04-15T13:45:00,2024-04-20T06:45:00,9,7,Media,Resuelto,Ticket de prueba #2609,113
2610,TKT-002610,2024-02-16T04:53:00,2024-02-19T13:53:00,6,2,Crítica,Resuelto,Ticket de prueba #2610,81
2611,TKT-002611,2024-03-07T13:29:00,2024-03-11T11:29:00,8,4,Crítica,Resuelto,Ticket de prueba #2611,94
2612,TKT-002612,2024-04-19T11:21:00,2024-04-21T05:21:00,7,2,Media,Resuelto,Ticket de prueba #2612,42
2613,TKT-002613,2023-09-09T06:45:00,2023-09-10T07:45:00,10,2,Alta,Resuelto,Ticket de prueba #2613,25
2614,TKT-002614,2024-04-19T17:55:00,2024-04-23T19:55:00,7,3,Alta,Resuelto,Ticket de prueba #2614,98
2615,TKT-002615,2023-08-07T12:09:00,2023-08-10T01:09:00,2,5,Crítica,Resuelto,Ticket de prueba #2615,61
2616,TKT-002616,2023-11-04T19:26:00,2023-11-05T02:26:00,4,2,Alta,Resuelto,Ticket de prueba #2616,7
2617,TKT-002617,2024-07-18T05:42:00,2024-07-20T07:42:00,9,4,Media,Resuelto,Ticket de prueba #2617,50
2618,TKT-002618,2024-03-29T00:44:00,2024-03-30T03:44:00,7,5,Media,Resuelto,Ticket de prueba #2618,27
2619,TKT-002619,2023-10-07T23:43:00,2023-10-11T00:43:00,3,6,Crítica,Resuelto,Ticket de prueba #2619,73
2620,TKT-002620,2024-08-11T06:09:00,2024-08-13T11:09:00,6,4,Media,Resuelto,Ticket de prueba #2620,53
2621,TKT-002621,2023-05-14T15:20:00,2023-05-17T22:20:00,10,5,Baja,Resuelto,Ticket de prueba #2621,79
2622,TKT-002622,2024-11-23T03:50:00,2024-11-23T12:50:00,2,1,Baja,Resuelto,Ticket de prueba #2622,9
2623,TKT-002623,2023-02-24T10:54:00,2023-02-24T22:54:00,6,3,Media,Resuelto,Ticket de prueba #2623,12
2624,TKT-002624,2023-06-04T06:19:00,2023-06-08T18:19:00,2,3,Alta,Resuelto,Ticket de prueba #2624,108
2625,TKT-002625,2024-08-20T14:30:00,2024-08-22T10:30:00,3,3,Alta,Resuelto,Ticket de prueba #2625,44
2626,TKT-002626,2023-04-14T17:10:00,2023-04-19T13:10:00,3,2,Crítica,Resuelto,Ticket de prueba #2626,116
2627,TKT-002627,2023-05-02T17:58:00,2023-05-06T01:58:00,7,2,Crítica,Resuelto,Ticket de prueba #2627,80
2628,TKT-002628,2024-12-17T08:44:00,2024-12-21T21:44:00,4,1,Media,Resuelto,Ticket de prueba #2628,109
2629,TKT-002629,2024-03-31T03:48:00,2024-03-31T09:48:00,3,4,Crítica,Resuelto,Ticket de prueba #2629,6
2630,TKT-002630,2024-01-24T15:10:00,2024-01-28T18:10:00,1,5,Alta,Resuelto,Ticket de prueba #2630,99
2631,TKT-002631,2024-03-27T18:36:00,2024-03-28T18:36:00,8,1,Crítica,Resuelto,Ticket de prueba #2631,24
2632,TKT-002632,2024-11-18T18:22:00,2024-11-23T12:22:00,6,1,Alta,Resuelto,Ticket de prueba #2632,114
2633,TKT-002633,2023-03-12T05:08:00,2023-03-15T13:08:00,5,6,Crítica,Resuelto,Ticket de prueba #2633,80
2634,TKT-002634,2023-06-03T03:59:00,2023-06-07T09:59:00,4,6,Alta,Resuelto,Ticket de prueba #2634,102
2635,TKT-002635,2023-10-27T22:50:00,2023-11-01T03:50:00,2,3,Crítica,Resuelto,Ticket de prueba #2635,101
2636,TKT-002636,2023-01-17T19:57:00,2023-01-20T23:57:00,7,2,Alta,Resuelto,Ticket de prueba #2636,76
2637,TKT-002637,2023-09-16T06:32:00,2023-09-17T18:32:00,9,1,Crítica,Resuelto,Ticket de prueba #2637,36
2638,TKT-002638,2023-11-23T05:03:00,2023-11-26T17:03:00,4,6,Alta,Resuelto,Ticket de prueba #2638,84
2639,TKT-002639,2023-09-27T14:27:00,2023-09-29T10:27:00,1,3,Crítica,Resuelto,Ticket de prueba #2639,44
2640,TKT-002640,2024-11-06T02:21:00,2024-11-09T01:21:00,1,2,Baja,Resuelto,Ticket de prueba #2640,71
2641,TKT-002641,2024-08-10T00:19:00,2024-08-12T01:19:00,4,4,Crítica,Resuelto,Ticket de prueba #2641,49
2642,TKT-002642,2024-02-02T01:44:00,2024-02-05T16:44:00,5,6,Crítica,Resuelto,Ticket de prueba #2642,87
2643,TKT-002643,2023-12-10T11:51:00,2023-12-13T05:51:00,7,4,Alta,Resuelto,Ticket de prueba #2643,66
2644,TKT-002644,2023-05-16T11:46:00,2023-05-17T21:46:00,9,2,Crítica,Resuelto,Ticket de prueba #2644,34
2645,TKT-002645,2023-10-16T08:05:00,2023-10-21T05:05:00,8,6,Baja,Resuelto,Ticket de prueba #2645,117
2646,TKT-002646,2024-11-13T10:55:00,2024-11-16T04:55:00,2,1,Media,Resuelto,Ticket de prueba #2646,66
2647,TKT-002647,2023-04-20T07:04:00,2023-04-21T06:04:00,6,1,Media,Resuelto,Ticket de prueba #2647,23
2648,TKT-002648,2024-08-08T07:49:00,2024-08-08T19:49:00,2,1,Baja,Resuelto,Ticket de prueba #2648,12
2649,TKT-002649,2023-12-16T19:04:00,2023-12-17T15:04:00,10,6,Crítica,Resuelto,Ticket de prueba #2649,20
2650,TKT-002650,2024-10-08T10:50:00,2024-10-12T00:50:00,2,5,Baja,Resuelto,Ticket de prueba #2650,86
2651,TKT-002651,2023-02-27T22:08:00,2023-03-01T00:08:00,2,2,Baja,Resuelto,Ticket de prueba #2651,26
2652,TKT-002652,2023-04-04T00:27:00,2023-04-08T06:27:00,4,2,Baja,Resuelto,Ticket de prueba #2652,102
2653,TKT-002653,2023-03-23T12:20:00,2023-03-26T21:20:00,9,2,Crítica,Resuelto,Ticket de prueba #2653,81
2654,TKT-002654,2023-07-22T22:31:00,2023-07-26T04:31:00,3,4,Alta,Resuelto,Ticket de prueba #2654,78
2655,TKT-002655,2024-11-23T18:55:00,2024-11-28T09:55:00,1,4,Media,Resuelto,Ticket de prueba #2655,111
2656,TKT-002656,2024-06-03T00:05:00,2024-06-03T23:05:00,4,3,Media,Resuelto,Ticket de prueba #2656,23
2657,TKT-002657,2024-07-09T18:12:00,2024-07-13T12:12:00,2,6,Baja,Resuelto,Ticket de prueba #2657,90
2658,TKT-002658,2023-07-12T05:54:00,2023-07-13T23:54:00,4,2,Crítica,Resuelto,Ticket de prueba #2658,42
2659,TKT-002659,2024-10-12T18:18:00,2024-10-15T23:18:00,7,5,Alta,Resuelto,Ticket de prueba #2659,77
2660,TKT-002660,2023-08-12T13:16:00,2023-08-16T23:16:00,6,6,Media,Resuelto,Ticket de prueba #2660,106
2661,TKT-002661,2024-06-27T00:41:00,2024-07-01T18:41:00,5,3,Media,Resuelto,Ticket de prueba #2661,114
2662,TKT-002662,2023-03-08T01:04:00,2023-03-10T17:04:00,6,6,Baja,Resuelto,Ticket de prueba #2662,64
2663,TKT-002663,2024-09-26T13:05:00,2024-09-30T04:05:00,8,1,Baja,Resuelto,Ticket de prueba #2663,87
2664,TKT-002664,2023-11-23T18:49:00,2023-11-28T16:49:00,6,6,Baja,Resuelto,Ticket de prueba #2664,118
2665,TKT-002665,2024-08-05T08:46:00,2024-08-09T20:46:00,6,4,Alta,Resuelto,Ticket de prueba #2665,108
2666,TKT-002666,2024-05-06T11:31:00,2024-05-08T02:31:00,8,3,Media,Resuelto,Ticket de prueba #2666,39
2667,TKT-002667,2023-08-22T18:10:00,2023-08-23T00:10:00,6,4,Crítica,Resuelto,Ticket de prueba #2667,6
2668,TKT-002668,2024-04-17T10:59:00,2024-04-21T16:59:00,7,4,Crítica,Resuelto,Ticket de prueba #2668,102
2669,TKT-002669,2024-04-08T04:09:00,2024-04-12T03:09:00,7,4,Baja,Resuelto,Ticket de prueba #2669,95
2670,TKT-002670,2023-05-23T10:24:00,2023-05-28T02:24:00,3,4,Alta,Resuelto,Ticket de prueba #2670,112
2671,TKT-002671,2023-01-15T13:50:00,2023-01-19T22:50:00,3,2,Media,Resuelto,Ticket de prueba #2671,105
2672,TKT-002672,2023-08-11T03:01:00,2023-08-13T06:01:00,8,2,Alta,Resuelto,Ticket de prueba #2672,51
2673,TKT-002673,2023-12-12T06:01:00,2023-12-14T22:01:00,7,2,Alta,Resuelto,Ticket de prueba #2673,64
2674,TKT-002674,2024-07-16T08:14:00,2024-07-17T09:14:00,8,5,Crítica,Resuelto,Ticket de prueba #2674,25
2675,TKT-002675,2024-03-19T13:54:00,2024-03-20T10:54:00,8,6,Baja,Resuelto,Ticket de prueba #2675,21
2676,TKT-002676,2023-12-28T03:04:00,2023-12-29T21:04:00,8,5,Alta,Resuelto,Ticket de prueba #2676,42
2677,TKT-002677,2023-05-25T07:33:00,2023-05-27T23:33:00,4,4,Crítica,Resuelto,Ticket de prueba #2677,64
2678,TKT-002678,2023-01-14T09:40:00,2023-01-15T06:40:00,6,6,Alta,Resuelto,Ticket de prueba #2678,21
2679,TKT-002679,2024-12-01T19:27:00,2024-12-05T02:27:00,2,5,Media,Resuelto,Ticket de prueba #2679,79
2680,TKT-002680,2024-06-26T09:21:00,2024-06-30T06:21:00,6,7,Media,Resuelto,Ticket de prueba #2680,93
2681,TKT-002681,2024-01-14T18:30:00,2024-01-15T03:30:00,1,4,Alta,Resuelto,Ticket de prueba #2681,9
2682,TKT-002682,2024-03-03T07:13:00,2024-03-05T01:13:00,4,7,Alta,Resuelto,Ticket de prueba #2682,42
2683,TKT-002683,2024-10-11T15:50:00,2024-10-13T03:50:00,9,3,Alta,Resuelto,Ticket de prueba #2683,36
2684,TKT-002684,2024-12-16T06:57:00,2024-12-16T23:57:00,6,7,Media,Resuelto,Ticket de prueba #2684,17
2685,TKT-002685,2024-12-26T18:39:00,2024-12-28T01:39:00,4,4,Crítica,Resuelto,Ticket de prueba #2685,31
2686,TKT-002686,2023-01-20T10:32:00,2023-01-25T03:32:00,2,4,Media,Resuelto,Ticket de prueba #2686,113
2687,TKT-002687,2024-09-30T10:05:00,2024-10-03T06:05:00,8,4,Alta,Resuelto,Ticket de prueba #2687,68
2688,TKT-002688,2023-03-10T14:24:00,2023-03-14T18:24:00,4,7,Alta,Resuelto,Ticket de prueba #2688,100
2689,TKT-002689,2024-12-29T04:23:00,2025-01-02T17:23:00,1,4,Media,Resuelto,Ticket de prueba #2689,109
2690,TKT-002690,2023-08-17T20:00:00,2023-08-19T14:00:00,6,7,Crítica,Resuelto,Ticket de prueba #2690,42
2691,TKT-002691,2024-07-29T04:50:00,2024-07-30T15:50:00,6,4,Alta,Resuelto,Ticket de prueba #2691,35
2692,TKT-002692,2024-09-11T17:12:00,2024-09-16T03:12:00,4,5,Baja,Resuelto,Ticket de prueba #2692,106
2693,TKT-002693,2023-10-30T23:03:00,2023-11-03T22:03:00,4,5,Alta,Resuelto,Ticket de prueba #2693,95
2694,TKT-002694,2023-09-12T12:27:00,2023-09-16T06:27:00,1,3,Alta,Resuelto,Ticket de prueba #2694,90
2695,TKT-002695,2023-07-29T04:18:00,2023-07-29T08:18:00,1,6,Crítica,Resuelto,Ticket de prueba #2695,4
